ad_plan_id,ad_plan_name,id,ag_group_name,spent,SUM из shows,SUM из clicks,total_leads,potential_leads,target_leads,revenue,add_target,CR,CPA
9156544,-комфорт- ПИК / 2-й Иртышский / Щёлково (Б),109550050,Статика / Гео жк 4км / лента,171848.0,1448452,3864,272,72,59,544005.0,0,22.0,2913.0
9156544,-комфорт- ПИК / 2-й Иртышский / Щёлково (Б),109740535,Генерация,62015.0,466129,1580,76,21,21,183208.0,0,28.0,2953.0
9156544,-комфорт- ПИК / 2-й Иртышский / Щёлково (Б),110379619,Копия Статика / Гео жк 4км / лента,52790.0,383052,1024,79,22,21,216333.0,0,27.0,2514.0
9156544,-комфорт- ПИК / 2-й Иртышский / Щёлково (Б),108944876,Статика / Гео жк 4км / лента,26857.0,205291,570,41,15,7,60775.0,0,17.0,3837.0
9156544,-комфорт- ПИК / 2-й Иртышский / Щёлково (Б),110221081,ГПТ новый / Широко,23085.0,155280,600,49,15,11,89908.0,0,22.0,2099.0
9156544,-комфорт- ПИК / 2-й Иртышский / Щёлково (Б),108951505,Клипы / Гео жк 4км / Жен / Котлован,20988.0,77920,85,28,6,4,40541.0,0,14.0,5247.0
9156544,-комфорт- ПИК / 2-й Иртышский / Щёлково (Б),109609412,Копия Новое Крео,16091.0,99043,316,21,6,3,40075.0,0,14.0,5364.0
9156544,-комфорт- ПИК / 2-й Иртышский / Щёлково (Б),108949403,Новые кв / Гео жк 4км / лента,13457.0,98239,311,19,5,2,17550.0,0,11.0,6728.0
9156544,-комфорт- ПИК / 2-й Иртышский / Щёлково (Б),109277708,Новое Крео,12951.0,98047,313,24,3,3,25050.0,0,13.0,4317.0
9156544,-комфорт- ПИК / 2-й Иртышский / Щёлково (Б),108944874,Статика / Гео жк 4км / лента,12087.0,103153,261,20,3,3,17550.0,1,15.0,4029.0
9156544,-комфорт- ПИК / 2-й Иртышский / Щёлково (Б),110151079,ГПТ / Широко,10161.0,74400,416,32,8,8,61567.0,0,25.0,1270.0
9156544,-комфорт- ПИК / 2-й Иртышский / Щёлково (Б),109456490,Копия Новые кв / Гео жк 4км / лента,4799.0,28088,127,8,1,1,8775.0,0,13.0,4799.0
9156544,-комфорт- ПИК / 2-й Иртышский / Щёлково (Б),109456484,Копия Статика / Гео жк 4км / лента,3959.0,28111,95,5,1,0,0.0,0,0.0,
9156544,-комфорт- ПИК / 2-й Иртышский / Щёлково (Б),108944877,Статика / Гео жк 4км / Жен / лента,3273.0,13557,48,3,0,0,0.0,0,0.0,
9156544,-комфорт- ПИК / 2-й Иртышский / Щёлково (Б),110342012,ГПТ клип / Широко,2993.0,14673,16,4,0,0,0.0,0,0.0,
9156544,-комфорт- ПИК / 2-й Иртышский / Щёлково (Б),110065823,Копия Генерация,2876.0,22144,59,1,0,0,0.0,0,0.0,
9156544,-комфорт- ПИК / 2-й Иртышский / Щёлково (Б),110614701,Копия_1 Копия Статика / Гео жк 4км / лента,2063.0,18521,33,2,0,0,0.0,0,0.0,
9156544,-комфорт- ПИК / 2-й Иртышский / Щёлково (Б),108944878,Статика / Гео жк 4км / Муж / лента,1528.0,7172,28,1,0,0,0.0,0,0.0,
9156544,-комфорт- ПИК / 2-й Иртышский / Щёлково (Б),108944875,Статика / Гео жк 4км / лента,1358.0,5254,16,0,0,0,0.0,0,,
9156544,-комфорт- ПИК / 2-й Иртышский / Щёлково (Б),110379704,клип/ Широко,1001.0,5500,19,1,0,0,0.0,0,0.0,
9156544,-комфорт- ПИК / 2-й Иртышский / Щёлково (Б),108951506,Клипы / Гео жк 4км / Жен / Новые кв,985.0,2747,3,0,0,0,0.0,0,,
8967262,-спб-  / ПН Univer City (метро Купчино),108638892,Лента/Клип,152408.0,960998,5809,345,88,69,487160.0,0,20.0,2209.0
8967262,-спб-  / ПН Univer City (метро Купчино),108433867,Интерес покупка новостроек,63196.0,704560,2810,101,26,24,167989.0,0,24.0,2633.0
8967262,-спб-  / ПН Univer City (метро Купчино),110209419,Лента/Клип,51846.0,255907,1563,91,19,15,103700.0,0,16.0,3456.0
8967262,-спб-  / ПН Univer City (метро Купчино),110326806,Лента/Клип,44818.0,215987,1291,72,18,14,107560.0,0,19.0,3201.0
8967262,-спб-  / ПН Univer City (метро Купчино),108417499,Лента/Клип,36625.0,376846,1896,88,29,26,177849.0,0,30.0,1409.0
8967262,-спб-  / ПН Univer City (метро Купчино),110024545,Интерес покупка новостроек,17533.0,186435,693,19,2,2,15360.0,0,11.0,8767.0
8967262,-спб-  / ПН Univer City (метро Купчино),109172379,Копия Лента/Клип,8328.0,60009,375,10,1,1,7680.0,0,10.0,8328.0
8967262,-спб-  / ПН Univer City (метро Купчино),108438905,Проекты вк,2021.0,93634,162,1,1,1,6800.0,0,100.0,2021.0
8967262,-спб-  / ПН Univer City (метро Купчино),110209862,ГЕО LAL,1408.0,8485,47,1,0,0,0.0,0,0.0,
9522404,-комфорт- Гранель | Подмосковье | Ведущий / Клипы *,110020107,Москва/Мо | lal,118349.0,580936,958,174,68,66,398732.0,3,38.0,1793.0
9522404,-комфорт- Гранель | Подмосковье | Ведущий / Клипы *,109916170,Москва/Мо | lal,76706.0,357640,560,103,25,20,164208.0,0,19.0,3835.0
9522404,-комфорт- Гранель | Подмосковье | Ведущий / Клипы *,110020106,Копия_1 Копия Москва/Мо | lal,62458.0,254143,361,64,25,20,148175.0,1,31.0,3123.0
9522404,-комфорт- Гранель | Подмосковье | Ведущий / Клипы *,109916171,Москва/Мо | Широко,24987.0,105322,219,46,16,14,111192.0,0,30.0,1785.0
9522404,-комфорт- Гранель | Подмосковье | Ведущий / Клипы *,110732364,Москва/Мо | Интересы,22065.0,128475,177,31,6,5,29521.0,0,16.0,4413.0
9522404,-комфорт- Гранель | Подмосковье | Ведущий / Клипы *,109916173,РФ интересы,16482.0,204524,503,16,5,3,29875.0,0,19.0,5494.0
9522404,-комфорт- Гранель | Подмосковье | Ведущий / Клипы *,109916172,РФ ключи,15142.0,120115,352,15,6,6,53294.0,0,40.0,2524.0
9522404,-комфорт- Гранель | Подмосковье | Ведущий / Клипы *,109960270,Москва/Мо | lal,14896.0,73088,95,17,4,4,5417.0,2,24.0,3724.0
9522404,-комфорт- Гранель | Подмосковье | Ведущий / Клипы *,110020105,Копия Москва/Мо | lal,10441.0,52751,71,12,2,2,10833.0,0,17.0,5220.0
9522404,-комфорт- Гранель | Подмосковье | Ведущий / Клипы *,110826389,Москва/Мо | Интересы,8258.0,59888,67,4,0,0,0.0,0,0.0,
9522404,-комфорт- Гранель | Подмосковье | Ведущий / Клипы *,110734048,Москва/Мо | Широко,1407.0,18141,14,0,0,0,0.0,0,,
9306949,-комфорт- MR Group Эко Видное,109795709,Крео,47813.0,259697,1103,44,8,4,38596.0,0,9.0,11953.0
9306949,-комфорт- MR Group Эко Видное,109343546,Клип,41536.0,206541,313,39,13,13,105540.0,2,33.0,3195.0
9306949,-комфорт- MR Group Эко Видное,110032716,Крео,40990.0,234665,890,29,2,1,12325.0,0,3.0,40990.0
9306949,-комфорт- MR Group Эко Видное,109896954,Генерация / Широко,37963.0,384556,1126,47,14,12,170042.0,0,26.0,3164.0
9306949,-комфорт- MR Group Эко Видное,109896953,Генерация / Интерес,35555.0,256069,816,31,13,11,101425.0,0,35.0,3232.0
9306949,-комфорт- MR Group Эко Видное,109343539,Копия Крео,31406.0,240204,1047,31,8,5,38663.0,0,16.0,6281.0
9306949,-комфорт- MR Group Эко Видное,110074587,Копия Генерация / Широко  / Метро,19776.0,175604,554,19,1,1,12325.0,0,5.0,19776.0
9306949,-комфорт- MR Group Эко Видное,109343552,Копия Котлован+статика,17707.0,104161,306,12,5,3,36283.0,0,25.0,5902.0
9306949,-комфорт- MR Group Эко Видное,110074590,Копия Генерация / Интерес,15012.0,109973,355,12,1,0,0.0,0,0.0,
9306949,-комфорт- MR Group Эко Видное,109898404,Генерация / Широко  / Метро,14002.0,142232,437,9,1,0,0.0,0,0.0,
9306949,-комфорт- MR Group Эко Видное,110199273,Генерация / Широко,11279.0,116443,335,11,5,4,28679.0,0,36.0,2820.0
9306949,-комфорт- MR Group Эко Видное,109343553,"Копия Ипотека 3,5%",10520.0,63980,239,10,1,1,8854.0,0,10.0,10520.0
9306949,-комфорт- MR Group Эко Видное,110576191,Генерация / Широко,7779.0,70178,190,3,0,0,0.0,0,0.0,
9306949,-комфорт- MR Group Эко Видное,109343536,Копия копия гео,6393.0,44187,115,4,0,0,0.0,0,0.0,
9306949,-комфорт- MR Group Эко Видное,109343533,Копия копия Ипотека / шире / ключи+гео,6321.0,38511,101,4,1,2,17708.0,0,50.0,3160.0
9306949,-комфорт- MR Group Эко Видное,109343538,Копия копия Ретаргет,6150.0,23036,79,4,1,1,7500.0,0,25.0,6150.0
9306949,-комфорт- MR Group Эко Видное,109896955,Генерация / Ключи по гео,4000.0,12531,42,2,0,0,0.0,0,0.0,
9306949,-комфорт- MR Group Эко Видное,109343530,Копия копия Ипотека / ключи+гео,2735.0,12907,31,1,0,0,0.0,0,0.0,
9306949,-комфорт- MR Group Эко Видное,109343529,Копия копия Ипотека / ключи+гео,2061.0,15643,44,1,0,0,0.0,0,0.0,
9306949,-комфорт- MR Group Эко Видное,109343551,Копия Широко,1141.0,4337,4,0,0,0,0.0,0,,
9306949,-комфорт- MR Group Эко Видное,109343534,Копия копия клики,1045.0,7880,25,0,0,0,0.0,0,,
9306949,-комфорт- MR Group Эко Видное,109343537,Копия копия Копия гео,841.0,7404,6,0,0,0,0.0,0,,
9306949,-комфорт- MR Group Эко Видное,109343541,Копия копия ЛАЛ Комфорт / МиМО,705.0,12212,12,0,0,0,0.0,0,,
9306949,-комфорт- MR Group Эко Видное,109343543,Копия Интерес к новостройкам,644.0,6216,11,0,0,0,0.0,0,,
9306949,-комфорт- MR Group Эко Видное,109343544,Копия lal,619.0,6425,15,0,0,0,0.0,0,,
9306949,-комфорт- MR Group Эко Видное,109343547,Копия Видео,615.0,3703,7,0,0,0,0.0,0,,
9306949,-комфорт- MR Group Эко Видное,109343542,Копия ВЧ Ключи,612.0,5093,18,0,0,0,0.0,0,,
9306949,-комфорт- MR Group Эко Видное,109343550,Копия Новое крео*,52.0,182,0,0,0,0,0.0,0,,
8967337,-спб-  / ПН Дворцовый фасад,109555449,Копия ГЕО ВЧ,152642.0,1054815,5903,299,52,48,342020.0,0,16.0,3180.0
8967337,-спб-  / ПН Дворцовый фасад,110326867,Копия_1 Копия ГЕО ВЧ,110587.0,635652,3382,163,20,16,114280.0,0,10.0,6912.0
8967337,-спб-  / ПН Дворцовый фасад,108417603,ГЕО ВЧ,68506.0,617168,3444,144,31,29,204000.0,0,20.0,2362.0
8967337,-спб-  / ПН Дворцовый фасад,110209812,ГЕО LAL,26053.0,225225,925,39,13,12,89960.0,0,31.0,2171.0
8967337,-спб-  / ПН Дворцовый фасад,108417521,копия ГЕО ВЧ,2421.0,16038,50,2,0,0,0.0,0,0.0,
9031770,-комфорт- ПИК / Бусиновский парк,109619602,Копия Пара,79088.0,397063,1305,100,24,20,186058.0,0,20.0,3954.0
9031770,-комфорт- ПИК / Бусиновский парк,109297953,Котлован,42186.0,324155,1125,84,20,16,141083.0,0,19.0,2637.0
9031770,-комфорт- ПИК / Бусиновский парк,109425143,Пара,36126.0,218669,689,56,21,16,114008.0,0,29.0,2258.0
9031770,-комфорт- ПИК / Бусиновский парк,109298145,Пара,32217.0,186328,715,67,13,11,99200.0,0,16.0,2929.0
9031770,-комфорт- ПИК / Бусиновский парк,109492056,Копия Пара,24934.0,135631,444,34,3,3,24208.0,0,9.0,8311.0
9031770,-комфорт- ПИК / Бусиновский парк,108918558,Котлован,21413.0,232460,620,44,10,9,78325.0,0,20.0,2379.0
9031770,-комфорт- ПИК / Бусиновский парк,108870906,Клип 1,15858.0,86907,146,15,1,1,8775.0,0,7.0,15858.0
9031770,-комфорт- ПИК / Бусиновский парк,108897326,Новые квартиры,13776.0,127320,383,19,3,3,25025.0,0,16.0,4592.0
9031770,-комфорт- ПИК / Бусиновский парк,108974317,Котлован,10588.0,103146,329,18,6,4,34383.0,0,22.0,2647.0
9031770,-комфорт- ПИК / Бусиновский парк,108686288,"Копия у метро 2,5км",9863.0,46244,173,9,2,2,16900.0,0,22.0,4932.0
9031770,-комфорт- ПИК / Бусиновский парк,108596567,Клип / 3км,9534.0,51142,54,16,6,4,34450.0,0,25.0,2383.0
9031770,-комфорт- ПИК / Бусиновский парк,108716498,Тест 1,9203.0,90342,295,13,1,1,8775.0,0,8.0,9203.0
9031770,-комфорт- ПИК / Бусиновский парк,108596568,Клип / Интересы,8696.0,38295,90,15,4,4,35033.0,0,27.0,2174.0
9031770,-комфорт- ПИК / Бусиновский парк,108716499,Тест 2,6820.0,68430,211,7,1,1,8775.0,0,14.0,6820.0
9031770,-комфорт- ПИК / Бусиновский парк,108596560,"у метро 2,5км",4933.0,35052,118,4,0,0,0.0,0,0.0,
9031770,-комфорт- ПИК / Бусиновский парк,108596562,"Клип / 2,5км",4662.0,20586,47,7,1,1,8775.0,0,14.0,4662.0
9031770,-комфорт- ПИК / Бусиновский парк,108596566,Копия Видео / Лента / 3км,4605.0,25392,53,5,0,0,0.0,0,0.0,
9031770,-комфорт- ПИК / Бусиновский парк,108596558,"Квартиры у метро 2,5км",4576.0,28495,133,4,2,2,16900.0,0,50.0,2288.0
9031770,-комфорт- ПИК / Бусиновский парк,108596564,"Копия у метро 3,5км",3276.0,15319,45,1,0,0,0.0,0,0.0,
9031770,-комфорт- ПИК / Бусиновский парк,108596559,"Копия 2 Квартиры у метро 2,5км",3063.0,17936,78,5,2,2,17550.0,0,40.0,1532.0
9031770,-комфорт- ПИК / Бусиновский парк,108596561,"Копия 4 Квартиры у метро 2,5км",3061.0,16541,78,4,1,1,8775.0,0,25.0,3061.0
9031770,-комфорт- ПИК / Бусиновский парк,108596565,Клип,2877.0,12233,17,3,3,3,22317.0,0,100.0,959.0
9031770,-комфорт- ПИК / Бусиновский парк,108637757,"Предельная / Квартиры у метро 3,5км",412.0,4895,16,1,0,0,0.0,0,0.0,
9031770,-комфорт- ПИК / Бусиновский парк,108596563,Копия Проекты вк,0.0,39,0,0,0,0,0.0,0,,
9429734,-спб- Россия / Лента / тесты,109666008,Копия_1 Копия Ключи спб рф,115356.0,660354,2741,123,44,32,236920.0,0,26.0,3605.0
9429734,-спб- Россия / Лента / тесты,110209207,Копия_2 Копия Ключи спб рф,60701.0,321921,1408,70,17,15,108216.0,0,21.0,4047.0
9429734,-спб- Россия / Лента / тесты,109666006,Копия_1 Копия lal,29985.0,188338,709,47,17,16,109309.0,0,34.0,1874.0
9429734,-спб- Россия / Лента / тесты,109666004,Копия_1 Копия Интересы,24941.0,181936,583,46,14,9,61669.0,0,20.0,2771.0
9429734,-спб- Россия / Лента / тесты,109666007,Копия_1 Копия Ключи спб рф,24093.0,285026,754,34,7,7,47280.0,0,21.0,3442.0
9429734,-спб- Россия / Лента / тесты,109666011,Копия_1 Копия на РФ интересы,19017.0,291675,1246,32,6,5,34880.0,0,16.0,3803.0
9429734,-спб- Россия / Лента / тесты,109666013,Копия_1 Копия РФ интересы,6284.0,87271,353,5,0,0,0.0,0,0.0,
9429734,-спб- Россия / Лента / тесты,109666009,Копия_1 Копия Ключи спб рф,3802.0,11653,85,2,0,0,0.0,0,0.0,
9429734,-спб- Россия / Лента / тесты,109666010,Копия_1 Копия Интересы недвижимость/По СПб /АП,2015.0,9518,57,1,0,0,0.0,0,0.0,
9429734,-спб- Россия / Лента / тесты,109666005,Копия_1 Копия Ключи спб+гео,813.0,6112,20,0,0,0,0.0,0,,
8967459,"-спб- ЛСР Ручьи, Цветной город, Пейзажный квартал",109857426,(предельная) лента вк/ок/проекты,101784.0,669027,2915,229,56,45,309909.0,2,20.0,2262.0
8967459,"-спб- ЛСР Ручьи, Цветной город, Пейзажный квартал",108919938,новое крео,52176.0,511154,1357,75,32,28,200145.0,0,37.0,1863.0
8967459,"-спб- ЛСР Ручьи, Цветной город, Пейзажный квартал",108638065,(предельная) лента вк/ок/проекты,32963.0,280900,1197,95,25,21,174173.0,0,22.0,1570.0
8967459,"-спб- ЛСР Ручьи, Цветной город, Пейзажный квартал",108504108,Лента вк/ок/проекты,29212.0,425437,1198,68,12,9,87135.0,0,13.0,3246.0
8967459,"-спб- ЛСР Ручьи, Цветной город, Пейзажный квартал",108417833,Лента,26208.0,258209,946,47,17,16,116969.0,0,34.0,1638.0
8967459,"-спб- ЛСР Ручьи, Цветной город, Пейзажный квартал",108417982,Клип,9075.0,59113,100,23,12,12,109585.0,0,52.0,756.0
8967459,"-спб- ЛСР Ручьи, Цветной город, Пейзажный квартал",108549354,Ключи+интересы (1 показ),8197.0,32202,252,18,2,1,6400.0,0,6.0,8197.0
8967459,"-спб- ЛСР Ручьи, Цветной город, Пейзажный квартал",108559760,Видео,8157.0,60228,149,14,4,5,36109.0,0,36.0,1631.0
8967459,"-спб- ЛСР Ручьи, Цветной город, Пейзажный квартал",109181907,Копия Лента вк/ок/проекты,7900.0,78694,255,13,2,1,6800.0,0,8.0,7900.0
8967459,"-спб- ЛСР Ручьи, Цветной город, Пейзажный квартал",108438854,Лента,3164.0,27713,140,11,6,4,26400.0,0,36.0,791.0
8967459,"-спб- ЛСР Ручьи, Цветной город, Пейзажный квартал",110209447,Копия_1 Копия (предельная) лента вк/ок/проекты,1106.0,8836,38,1,0,0,0.0,0,0.0,
8081381,-бизнес- Level Мичуринский 4,109069215,Копия_1 Копия Копия Лента гео котлован,38879.0,212666,517,32,17,13,293866.0,0,41.0,2991.0
8081381,-бизнес- Level Мичуринский 4,109255285,Клики 90 дн / мимо,32917.0,171597,668,26,4,4,83548.0,0,15.0,8229.0
8081381,-бизнес- Level Мичуринский 4,110337636,Лента гео котлован нов. lal,24925.0,172797,391,20,2,1,22167.0,0,5.0,24925.0
8081381,-бизнес- Level Мичуринский 4,110386991,Клип Гео Ведущий,21275.0,92964,93,21,9,8,80842.0,0,38.0,2659.0
8081381,-бизнес- Level Мичуринский 4,108461501,Копия Копия Лента гео котлован,19988.0,101847,231,12,2,1,24924.0,0,8.0,19988.0
8081381,-бизнес- Level Мичуринский 4,109254950,Копия Бизнес lalы,15324.0,89819,222,9,2,1,28750.0,0,11.0,15324.0
8081381,-бизнес- Level Мичуринский 4,109921590,Лента гео котлован,13782.0,83429,220,9,3,3,56077.0,0,33.0,4594.0
8081381,-бизнес- Level Мичуринский 4,108754057,Гео клипы,12638.0,47282,38,10,4,4,85774.0,0,40.0,3159.0
8081381,-бизнес- Level Мичуринский 4,110387186,Новострой-М Бизнес,10396.0,42904,33,9,2,2,46981.0,0,22.0,5198.0
8081381,-бизнес- Level Мичуринский 4,108983610,Бизнес lalы,7782.0,48217,80,6,5,5,76107.0,0,83.0,1556.0
8081381,-бизнес- Level Мичуринский 4,108395618,Бизнес lal,6506.0,36946,52,8,1,0,0.0,0,0.0,
8081381,-бизнес- Level Мичуринский 4,110062762,Копия Лента бизнес lal,4932.0,43883,102,1,0,0,0.0,0,0.0,
8081381,-бизнес- Level Мичуринский 4,108753807,Клипы Интересы + Гео,4864.0,35563,115,3,4,4,29758.0,0,133.0,1216.0
8081381,-бизнес- Level Мичуринский 4,110210430,Копия Лента гео котлован,4784.0,28653,53,2,0,0,0.0,0,0.0,
8081381,-бизнес- Level Мичуринский 4,109323353,Новострой-М Бизнес,4657.0,5187,12,3,1,1,8500.0,0,33.0,4657.0
8081381,-бизнес- Level Мичуринский 4,109791899,Лента гео котлован,4490.0,27595,74,2,1,1,8775.0,0,50.0,4490.0
8081381,-бизнес- Level Мичуринский 4,109921538,Копия_1 Копия Новострой-М Бизнес,4288.0,6854,10,2,0,0,0.0,0,0.0,
8081381,-бизнес- Level Мичуринский 4,109971045,Лента бизнес lal,3924.0,34139,81,2,1,1,8775.0,0,50.0,3924.0
8081381,-бизнес- Level Мичуринский 4,109971178,Клики 90 дн / мимо,3184.0,25707,95,0,0,0,0.0,0,,
8081381,-бизнес- Level Мичуринский 4,109659914,Копия Новострой-М Бизнес,3091.0,5842,8,3,0,0,0.0,0,0.0,
8081381,-бизнес- Level Мичуринский 4,109069258,Копия Гео клипы,2902.0,11479,16,1,0,0,0.0,0,0.0,
8081381,-бизнес- Level Мичуринский 4,109131694,Копия Гео клипы,2661.0,9608,8,1,1,1,24924.0,0,100.0,2661.0
8081381,-бизнес- Level Мичуринский 4,110337489,Лента гео котлован нов.,2454.0,14152,29,0,0,0,0.0,0,,
8081381,-бизнес- Level Мичуринский 4,108694739,Копия Бизнес lal,2299.0,19051,34,1,0,0,0.0,0,0.0,
8081381,-бизнес- Level Мичуринский 4,110260721,Клики 90 дн / мимо,2242.0,15821,57,0,0,0,0.0,0,,
8081381,-бизнес- Level Мичуринский 4,108461524,Клипы гео котлован,2092.0,10494,8,0,0,0,0.0,0,,
8081381,-бизнес- Level Мичуринский 4,110260578,Копия Клипы гео,2049.0,8975,3,0,0,0,0.0,0,,
8081381,-бизнес- Level Мичуринский 4,110210525,Лента гео котлован lal,1908.0,16846,39,0,0,0,0.0,0,,
8081381,-бизнес- Level Мичуринский 4,109921836,Копия Клики 90 дн / мимо,1791.0,14113,48,0,0,0,0.0,0,,
8081381,-бизнес- Level Мичуринский 4,108395771,Новострой-М Бизнес,1482.0,19171,56,0,0,0,0.0,0,,
8081381,-бизнес- Level Мичуринский 4,108337338,(1%) lal Бизнес-класс,1386.0,6057,10,0,0,0,0.0,0,,
8081381,-бизнес- Level Мичуринский 4,110210397,Копия_2 Копия Новострой-М Бизнес,274.0,518,1,0,0,0,0.0,0,,
8081381,-бизнес- Level Мичуринский 4,108461809,Новострой-М Бизнес клипы,1.0,1,0,0,0,0,0.0,0,,
9198651,-бизнес- Гранель / MYPRIORITY Mnevniki,109492024,Котлован,113681.0,611786,2522,147,38,32,464657.0,0,22.0,3553.0
9198651,-бизнес- Гранель / MYPRIORITY Mnevniki,109059243,Копия_1 Копия Гео / Лента,53396.0,351770,1386,69,12,9,129167.0,0,13.0,5933.0
9198651,-бизнес- Гранель / MYPRIORITY Mnevniki,109059241,Копия Котлован+планировка,21042.0,104472,354,21,4,3,37500.0,0,14.0,7014.0
9198651,-бизнес- Гранель / MYPRIORITY Mnevniki,109904408,Генерация / Метро / Интересы,12520.0,111708,385,14,0,0,0.0,0,0.0,
9198651,-бизнес- Гранель / MYPRIORITY Mnevniki,109059242,Копия новое крео,12485.0,64543,236,9,3,3,21692.0,0,33.0,4162.0
9198651,-бизнес- Гранель / MYPRIORITY Mnevniki,110064167,Копия_2 Копия Гео / Лента,11663.0,86855,275,11,2,2,25000.0,0,18.0,5832.0
9198651,-бизнес- Гранель / MYPRIORITY Mnevniki,109059233,Копия Ключ Новостройка+ипотека,7351.0,55082,181,8,3,3,21275.0,0,38.0,2450.0
9198651,-бизнес- Гранель / MYPRIORITY Mnevniki,109059234,Копия Ключ Новостройка+Покупка новостроек,4907.0,37858,128,2,0,0,0.0,0,0.0,
9198651,-бизнес- Гранель / MYPRIORITY Mnevniki,109059235,Копия Ключ Новостройка+ипотека (1 показ),4855.0,36604,134,2,0,0,0.0,0,0.0,
9198651,-бизнес- Гранель / MYPRIORITY Mnevniki,109059236,Копия Видео,2853.0,13865,37,0,0,0,0.0,0,,
9198651,-бизнес- Гранель / MYPRIORITY Mnevniki,109059230,Копия лента,1536.0,10841,42,0,0,0,0.0,0,,
9198651,-бизнес- Гранель / MYPRIORITY Mnevniki,109059231,Копия клипы,1221.0,6473,11,0,0,0,0.0,0,,
9198651,-бизнес- Гранель / MYPRIORITY Mnevniki,109059240,Копия Гео / Лента,262.0,411,4,0,0,0,0.0,0,,
9198651,-бизнес- Гранель / MYPRIORITY Mnevniki,109059238,Копия (предельная) гео / Лента,1.0,97,0,0,0,0,0.0,0,,
9198651,-бизнес- Гранель / MYPRIORITY Mnevniki,109059237,Копия Ключ Новостройка+Покупка новостроек,0.0,1,0,0,0,0,0.0,0,,
8856024,-бизнес- ГАЛС ЖК «Адмирал» *,109209174,По гео,81093.0,556722,1746,86,32,20,412085.0,1,23.0,4055.0
8856024,-бизнес- ГАЛС ЖК «Адмирал» *,109981820,По гео,44284.0,331953,974,60,15,9,262608.0,0,15.0,4920.0
8856024,-бизнес- ГАЛС ЖК «Адмирал» *,109266012,Копия По гео,29659.0,191307,587,25,4,3,79750.0,0,12.0,9886.0
8856024,-бизнес- ГАЛС ЖК «Адмирал» *,108678946,Ретаргет по гео,25663.0,117773,402,18,4,3,81113.0,0,17.0,8554.0
8856024,-бизнес- ГАЛС ЖК «Адмирал» *,108437429,гео,15247.0,136609,436,21,5,2,29750.0,0,10.0,7623.0
8856024,-бизнес- ГАЛС ЖК «Адмирал» *,108948130,Копия Ретаргет по гео,13177.0,48952,192,10,1,0,0.0,0,0.0,
8856024,-бизнес- ГАЛС ЖК «Адмирал» *,108739364,Новое крео*,9142.0,80238,176,3,0,0,0.0,0,0.0,
8856024,-бизнес- ГАЛС ЖК «Адмирал» *,108674360,Шире гео,8179.0,93252,231,8,2,0,0.0,0,0.0,
8856024,-бизнес- ГАЛС ЖК «Адмирал» *,108756090,Клип,4576.0,24060,40,1,0,0,0.0,0,0.0,
8856024,-бизнес- ГАЛС ЖК «Адмирал» *,108678947,Ретаргет мск,3288.0,20625,90,5,2,1,0.0,1,20.0,3288.0
8856024,-бизнес- ГАЛС ЖК «Адмирал» *,108579313,гео,2100.0,9875,31,0,0,0,0.0,0,,
8856024,-бизнес- ГАЛС ЖК «Адмирал» *,108577326,Копия гео,2015.0,13339,30,0,0,0,0.0,0,,
8856024,-бизнес- ГАЛС ЖК «Адмирал» *,108631746,Копия гео,36.0,383,0,0,0,0,0.0,0,,
9247227,-спб- Россия / Лента / тесты,109241739,Новое крео / Ключи СПб на РФ,78065.0,639446,2853,107,26,23,159098.0,0,21.0,3394.0
9247227,-спб- Россия / Лента / тесты,109186315,Ключи спб рф,70007.0,419501,1740,90,21,19,133229.0,0,21.0,3685.0
9247227,-спб- Россия / Лента / тесты,109186316,Ключи спб рф,57255.0,284151,1382,91,18,20,146007.0,0,22.0,2863.0
9247227,-спб- Россия / Лента / тесты,109186317,Интересы недвижимость/По СПб /АП,13211.0,110475,410,34,4,4,30760.0,0,12.0,3303.0
9247227,-спб- Россия / Лента / тесты,109186318,на РФ интересы,3653.0,65882,698,12,1,1,4500.0,0,8.0,3653.0
9247227,-спб- Россия / Лента / тесты,109186314,Ключи спб рф,3626.0,39352,151,7,1,1,4500.0,0,14.0,3626.0
9247227,-спб- Россия / Лента / тесты,109186313,lal,2372.0,29423,74,4,0,0,0.0,0,0.0,
9247227,-спб- Россия / Лента / тесты,109186312,Ключи спб+гео,2366.0,28174,79,2,1,1,6800.0,0,50.0,2366.0
9247227,-спб- Россия / Лента / тесты,109186311,Копия Интересы,1770.0,12624,30,1,0,0,0.0,0,0.0,
9247227,-спб- Россия / Лента / тесты,109186319,РФ интересы,1113.0,32110,312,3,0,0,0.0,0,0.0,
8961843,-комфорт- ПИК / ЖК Волжский парк *,108919643,Новые кв,131612.0,958915,3427,228,61,46,446102.0,0,20.0,2861.0
8961843,-комфорт- ПИК / ЖК Волжский парк *,108556781,Лента и клип,25742.0,190422,409,29,5,5,41092.0,0,17.0,5148.0
8961843,-комфорт- ПИК / ЖК Волжский парк *,109593992,Копия Новые кв,21722.0,158785,542,37,14,11,68750.0,1,30.0,1975.0
8961843,-комфорт- ПИК / ЖК Волжский парк *,108402635,Статика/ Широко / Гео жк 3км / Клипы+лента,20213.0,191871,596,36,8,6,52583.0,0,17.0,3369.0
8961843,-комфорт- ПИК / ЖК Волжский парк *,108692735,Статика/ Широко / Гео жк 3км / Клипы+лента,8164.0,64794,214,9,2,2,16900.0,0,22.0,4082.0
